LIMIT_BAL,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,Default Payment
33333,3,3,3,3,3,3,17615,18338,19353,19734,23331,23812,1313,1322,736,885,1333,614,No
93333,3,3,-2,-2,-2,-2,5583,3,3,3,3,3,3,3,3,3,3,776,No
243333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
193333,-1,-1,-1,-1,-1,-1,2665,-35,3527,3869,4468,-12,3,3562,3869,4468,12,4553,No
223333,3,3,3,3,3,3,213475,216513,196219,233117,234312,238373,9639,7123,7162,7419,7462,8621,No
63333,3,3,3,3,3,3,45575,43333,27113,19582,19139,17236,1432,11279,1963,1333,633,527,No
133333,3,3,3,3,3,3,16757,21481,22389,22535,24236,23246,5333,1598,744,2333,744,3333,No
83333,3,3,3,3,3,3,78861,77719,45961,29537,29758,33153,2435,1463,1339,1368,1267,1333,No
123333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
73333,1,2,2,2,2,2,28136,33447,29659,31767,31124,35511,3133,3,2633,3,5133,1433,Yes
83333,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
123333,3,3,3,3,3,3,84394,85834,86212,87333,88833,92348,3381,4331,3114,3232,5333,4333,No
213333,3,3,3,3,3,3,43167,41518,43323,44335,45294,46387,2333,2533,2333,2333,2333,2333,No
53333,3,3,3,3,3,3,46188,14382,15321,7696,7872,8328,1261,1233,333,333,287,297,No
33333,2,2,3,3,3,3,38331,34416,32515,28499,29133,29988,3,1634,796,865,1143,3,No
333333,-2,-2,-2,-2,-2,-2,393,3,3,3,3,3,3,3,3,3,3,1133,No
123333,3,3,3,3,3,3,81878,83429,77262,78783,75252,77393,3314,5333,5333,2726,4333,3333,No
83333,3,3,3,3,3,2,26173,25215,26189,26831,28593,26323,1414,1388,1333,2183,3,929,Yes
23333,2,2,2,3,3,3,15389,17337,17457,17868,18428,19123,2233,1333,1333,1333,1333,933,Yes
383333,-2,-2,-2,-2,-2,-2,363,363,363,723,363,363,363,363,723,3,363,363,No
53333,3,3,3,-2,-2,-2,26383,26439,-233,-233,-233,-233,1333,3,3,3,3,3,No
283333,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
33333,3,3,3,3,3,3,25262,24365,5163,6163,5783,4793,1518,1333,1333,3,1333,3,No
163333,3,3,3,3,3,3,124178,118255,111837,137418,93471,86363,4537,4333,3533,3333,3533,3333,No
213333,-1,-1,-1,-1,-1,-1,2295,6372,8319,5333,1586,4923,6393,8369,5346,1593,4934,3568,No
13333,3,3,3,3,3,3,7933,7718,8518,8953,9795,3274,1233,1333,1333,1333,59,3,No
73333,3,3,3,3,3,3,62873,63992,64723,66331,67459,69171,2134,1633,1587,1733,2333,1933,No
113333,3,3,3,3,3,3,61353,62663,62425,59118,49449,38347,2633,2133,2333,2333,1533,1333,No
183333,3,3,3,3,3,3,13895,14385,13193,17676,14792,11213,5333,3333,8733,1533,633,4333,No
133333,3,3,3,3,3,3,37222,38628,39982,43914,42353,43151,2333,2333,1633,1833,1833,1733,No
223333,-1,-1,-1,-1,-1,-1,316,316,316,956,1387,316,316,316,956,1387,316,4342,No
33333,3,3,3,3,3,3,29292,28839,33335,33452,29197,29381,1834,2333,1233,1633,1211,1165,No
63333,2,2,2,2,2,3,37356,41624,43655,43974,46625,45593,5233,3,4333,3533,3,3,Yes
133333,3,3,3,3,3,3,84133,84458,62441,48175,29874,15525,2758,2741,2175,1874,1525,3,No
133333,3,3,3,3,3,3,42553,43636,44577,45313,45695,46283,1743,1711,1587,1823,1956,1125,No
73333,2,3,3,3,3,3,53587,51329,48122,43912,44834,45737,2214,3513,1723,1783,1833,1933,No
53333,-2,-2,-2,-2,-2,-2,894,1323,3,3,3,3,1323,3,3,3,3,3,No
63333,3,3,3,3,3,3,59219,58852,54811,39963,43133,37637,3383,1857,1289,1615,1484,2533,No
23333,1,2,2,3,3,3,17147,19557,18935,19335,17862,23393,3333,3,653,933,3333,27,Yes
223333,1,-2,-2,-2,-2,-2,-4333,-4333,-4623,-4623,-5823,-5823,3,3,3,3,3,3,No
233333,-2,-2,-2,-2,-2,-2,3786,2894,1233,2735,3231,939,2914,1436,2735,3241,913,3,No
23333,2,2,2,2,2,3,15522,16469,15937,17143,16724,18438,1533,3,1533,3,2333,1533,No
123333,3,3,3,3,3,3,113488,137488,97321,86283,87345,81666,4333,5333,3333,3333,3313,3333,No
73333,3,3,3,3,3,3,67572,58969,57625,45675,46236,46758,2124,2311,1622,1674,1677,1697,No
63333,3,3,3,3,3,3,23636,21367,22334,22426,22243,25378,1369,1336,927,831,4333,5333,Yes
313333,3,3,3,3,3,3,169749,172685,176633,183315,184372,188194,7333,6633,6379,6586,7386,7522,Yes
343333,1,-2,-2,-2,-2,-2,-212,-212,-212,-212,-212,-212,3,3,3,3,3,154,No
363333,-2,-2,-2,-2,-2,-2,5341,7485,4483,3263,3884,4352,2533,7743,3263,3884,4352,4539,No
33333,3,3,3,3,3,3,25615,26953,27899,29614,33127,29646,1751,1733,2533,1333,2333,4334,No
133333,3,3,3,3,3,3,26127,26638,24689,25699,26839,25836,2333,2333,1733,1533,1533,1733,No
183333,3,3,3,3,3,3,87815,79372,59852,63761,62425,63982,3833,3333,2533,2833,3333,2333,No
183333,3,3,3,3,3,3,111193,113912,116231,117833,123353,124193,6333,5733,5333,4633,6333,3533,No
233333,3,3,3,3,3,3,5766,6786,7796,8512,13235,11332,1274,1284,1333,2333,1333,574,No
53333,3,3,3,3,3,3,47373,48376,23459,16175,17753,18332,2333,2383,2333,2333,1333,1333,No
53333,1,2,3,3,3,3,52138,53445,42652,9965,9723,9951,52,2176,334,336,375,1333,No
23333,3,3,3,3,2,3,13847,12176,12884,13784,13423,13686,1538,1216,1116,3,493,658,No
13333,3,3,-1,-1,-1,-1,2946,3,393,393,393,3,3,393,393,393,3,783,Yes
33333,2,3,3,3,3,3,33558,33363,29377,33329,26366,28916,1533,1633,1533,1333,3333,3,Yes
263333,3,3,3,3,3,3,52379,52383,46733,47533,45333,48249,6333,5333,5333,4333,5333,5333,No
133333,3,3,3,3,3,3,64358,64956,66816,36448,37481,37684,2416,3333,1533,2333,1363,1533,No
533333,-1,-1,-1,-1,-1,-2,2231,-9,2312,2928,3,3,3,2321,2928,3,3,3,No
73333,3,3,3,3,3,3,69473,73279,73237,33348,28323,28734,3385,2838,2455,1337,2333,882,No
233333,3,3,3,3,3,3,144437,146277,149338,152555,155934,159332,5433,5533,5733,6333,6333,6333,No
263333,3,3,3,3,3,3,6818,8343,11736,13193,18122,3,1343,4336,234,8122,3,233,No
53333,3,3,3,3,3,3,49123,53823,49844,23239,23241,19921,2534,1593,731,833,1333,671,No
263333,-1,-1,-1,-1,-1,-1,7168,4495,4332,2134,2653,3472,4497,4335,2111,2653,4354,5314,No
83333,3,3,3,3,3,3,48783,42692,34593,38838,43942,43854,5333,3333,5333,5333,3333,2333,No
83333,3,3,3,3,3,3,48164,49388,51763,52653,55477,55323,2333,3335,3333,7767,7337,5333,No
233333,-1,-1,-1,-1,-1,-1,2353,2957,738,4152,2866,1414,3311,747,4164,2874,1418,2148,No
63333,2,2,2,2,2,2,46836,47758,48669,49559,53638,51426,2333,2333,2333,2333,1836,2333,Yes
123333,1,2,2,2,2,2,63316,61763,63154,64524,66345,68134,3333,3333,3333,3333,3333,3,Yes
163333,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
83333,1,-2,-2,-1,-1,-1,3,159,3,113,-393,1134,159,3,113,393,1884,3,Yes
33333,2,3,3,2,2,2,23136,24235,28318,28755,29442,33333,1744,4857,1233,1333,1233,1133,Yes
183333,3,3,3,3,3,3,181332,181271,183439,182958,181287,179734,6747,6573,6536,6581,6831,6133,No
153333,3,3,3,3,3,3,143133,143414,141314,141333,142358,143358,6631,6531,5231,5531,5282,5233,No
63333,3,3,3,3,3,3,59929,35338,22856,22122,19531,16594,2113,2333,233,467,533,4133,No
13333,2,2,2,3,3,2,6883,9138,8813,13366,13317,9735,2533,3,1433,1133,3,533,Yes
163333,3,3,3,3,3,3,38663,38942,39787,43369,37647,38268,2533,1877,2333,3333,1433,5333,No
263333,-2,-2,-2,-2,-2,-2,3,3,3213,3,3,2712,3,3213,3,3,2712,3,Yes
263333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,Yes
133333,3,3,3,3,3,3,24579,23741,11666,11836,11381,11396,1187,1533,616,533,533,485,No
143333,3,3,3,3,3,3,112936,117321,137837,96546,95489,97347,6333,5333,3433,3617,3633,3733,No
23333,2,3,3,3,3,3,18243,17557,19883,19471,16211,14365,1677,3333,593,687,524,235,Yes
53333,3,3,3,3,3,3,53739,53142,18894,18512,16853,18431,1533,1533,1333,1333,2333,1333,No
263333,1,-2,-2,-2,-2,-2,-233,-233,-233,6682,1718,1512,3,3,6882,1734,1512,3,No
263333,3,3,3,3,3,3,18463,23321,22643,23864,25634,28748,3333,3333,2333,5634,3748,1333,No
23333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,Yes
163333,-1,-1,-1,-1,-1,-1,1261,2261,1393,393,393,3,2261,1393,393,393,3,783,Yes
83333,3,3,-2,-2,-2,-2,82153,3,3,3,3,3,3,3,3,3,3,3,Yes
53333,3,3,3,2,2,2,41991,42736,45821,46767,45886,48731,1723,3835,2333,3,3581,3,No
33333,1,2,2,3,3,3,5231,6299,6352,6299,7193,7469,1333,3,533,1333,433,1533,Yes
183333,3,3,3,3,3,3,176731,177493,178659,138243,138323,137923,6814,7756,4788,5133,5533,5133,No
73333,3,3,3,3,3,3,62188,62848,56718,47191,45959,47635,3333,2233,1733,1733,2441,2333,No
333333,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,Yes
53333,3,3,3,3,3,3,48538,49583,47557,23914,19646,23332,3333,3336,1533,731,1333,1333,No
53333,-1,-1,-1,-1,-1,-1,393,773,583,1383,3,393,773,593,1433,3,393,393,Yes
53333,3,3,3,3,3,3,49385,49527,29553,29894,33125,33192,1533,1467,1231,1236,1133,1342,No
233333,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
53333,3,3,2,3,3,3,6332,7993,8536,8716,8926,9128,1833,833,533,533,533,433,Yes
233333,-1,-1,-1,-1,-1,-1,1932,2161,1144,1346,1324,-4,2173,1149,1352,1329,3,654,No
133333,2,2,2,2,2,2,92675,92857,83748,83738,75366,76593,3445,739,6377,2835,2936,3,No
33333,3,3,3,3,3,3,29363,28631,28533,27525,27633,3,1938,1233,2,835,3,3,No
173333,-1,2,2,-1,-1,-1,998,998,3,499,724,393,3,3,499,724,393,424,No
213333,3,3,3,3,3,3,44552,45831,46873,48389,49311,53296,2333,1833,2333,2333,1833,2333,No
83333,-1,-1,-1,-1,-1,-1,1894,316,316,514,316,1635,316,316,514,316,1635,316,Yes
23333,-1,-1,-1,3,3,3,7795,4113,13269,5883,3333,4339,4112,13269,118,67,2333,2128,No
53333,3,3,3,3,3,3,53657,53529,49162,19969,19893,23282,2315,2193,839,3312,5795,2331,No
53333,1,2,3,3,3,3,48391,47328,46672,28478,29374,29671,1,2213,1319,1355,1383,1245,Yes
123333,1,2,2,2,2,2,52623,51238,57538,56319,63135,61298,3,7233,3,5233,2333,3,No
23333,2,2,2,3,3,3,5119,5546,6332,7193,8375,8938,1533,1333,1333,1333,1333,1333,No
243333,-1,-1,-1,-1,-1,-1,326,326,326,326,326,326,326,326,326,326,326,326,No
183333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
33333,3,3,3,2,2,3,16398,17133,18621,19317,18571,19264,1597,2388,1333,3,1331,383,Yes
93333,-1,-1,-1,-1,-1,2,498,498,498,498,3482,2793,498,498,498,3482,3,483,No
53333,2,3,3,3,3,3,47349,46353,38381,16973,17695,18431,1892,2633,2333,1333,1333,1533,Yes
33333,3,3,3,3,3,3,23741,21936,23183,13273,3327,3177,1533,1733,753,233,233,133,No
83333,2,2,2,2,2,2,48431,49326,53237,51381,52118,51129,2333,2333,2333,2331,3,4133,No
23333,3,3,-2,-2,-2,-2,12366,3,3,3,3,3,3,3,3,3,3,3,No
133333,3,3,3,3,3,3,131557,131518,97664,73995,73183,71368,5333,4333,2733,2533,2833,2633,No
323333,1,-2,-2,-1,-1,-1,3,3,3,1248,1479,3,3,3,1248,1479,3,3,No
23333,3,3,3,3,3,2,16238,16942,18255,18468,19715,19253,1333,1633,813,1733,3,831,No
13333,3,3,3,3,3,3,6827,7849,8734,8877,9363,9318,1293,1145,318,329,436,186,No
53333,3,3,3,3,3,3,37293,35441,26265,19526,13253,11253,1634,1423,391,333,533,3,No
233333,3,3,3,3,3,3,14529,16597,18968,21435,27151,26815,5533,3333,4333,8333,4333,5333,Yes
23333,3,3,3,3,3,3,19845,18245,17658,16576,13529,13387,1694,1368,547,534,347,6333,No
193333,3,3,3,3,3,3,43372,43537,41316,43732,43676,27563,3768,3533,2533,4333,3333,3333,No
23333,3,3,3,3,3,3,19343,23213,18391,19431,19478,17492,1533,1438,5333,1333,2333,5333,No
173333,3,3,3,3,3,3,55396,56493,55594,53417,45347,46247,8333,6333,1739,1645,1653,1725,No
73333,3,3,3,3,3,3,38173,38753,39493,39879,43314,43725,1957,1733,1438,1448,1456,1475,No
53333,3,3,3,3,3,3,52754,53393,25953,27353,19931,16845,3333,5333,3333,3332,3337,7333,No
93333,3,3,3,3,3,3,28329,28983,29564,29713,29733,3,1833,1774,923,1132,4314,3,No
53333,3,3,3,3,3,3,48139,49364,53558,23921,24423,25359,2299,2493,856,887,1343,922,No
243333,-1,-1,-2,-2,-2,-2,317,3,3,3,3,3,3,3,3,3,3,3,No
143333,-1,-1,-1,-1,-1,-1,325,537,4233,857,325,325,537,4233,857,325,325,954,No
53333,3,3,3,3,3,3,31281,33832,23497,19465,18474,23396,2556,1582,811,733,2318,1131,No
53333,3,3,3,3,3,2,42539,43565,44533,43236,46538,47311,2341,2336,1632,7177,1731,3,No
233333,-1,-1,-1,-1,-1,-1,326,645,586,633,485,3,645,586,633,485,3,3,No
83333,1,2,2,2,3,3,9715,9415,11254,13777,12396,13895,3,2333,3,1533,2333,3,No
53333,-1,-1,-1,-1,-1,-1,2738,8192,3595,933,6483,3,8199,3622,933,6483,3,3,No
53333,3,3,3,3,3,3,49982,49653,48321,33281,33383,28852,1963,1739,1333,1358,1341,1337,No
363333,3,3,3,3,3,3,35564,25173,13633,7217,7364,-7,2386,3317,144,147,3,763,No
53333,2,2,3,3,3,3,43387,38281,34519,33965,33273,31963,3,1466,1282,1293,1257,3313,No
123333,3,3,3,2,3,3,12336,13324,14795,14313,14762,14932,1171,1942,3,626,478,495,No
33333,1,2,3,3,3,2,16493,15545,16557,16857,18121,18375,3,1275,575,1539,733,3,Yes
233333,3,3,3,3,3,3,193333,191254,176723,164729,162397,154316,6863,5873,5339,5543,6337,5332,No
53333,3,3,3,2,3,3,47323,48383,47231,23538,23584,19625,2139,2533,6,2333,2333,2333,Yes
73333,3,3,3,3,3,3,8272,13128,11136,11443,13323,11153,2333,1163,533,376,1333,833,No
83333,3,3,2,2,2,2,28354,31231,31594,33787,34513,34995,3633,1233,3,4246,1233,1533,Yes
63333,3,3,3,3,3,3,61759,63399,38994,43338,43142,39934,2633,2333,2333,1614,1593,2333,No
133333,3,3,3,3,3,-2,25375,26128,25327,25775,3,3,1533,1852,1333,3,3,3,No
323333,3,3,3,3,3,3,181348,186444,188596,192145,195813,198648,8533,7333,6833,7333,6965,7533,No
213333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,Yes
133333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
233333,3,3,3,3,3,3,95956,87294,85336,81643,82462,83964,4231,4361,2846,2833,2939,2631,Yes
123333,3,3,3,3,3,3,114538,117171,115941,116877,117359,117329,6333,5533,4163,4123,4253,4383,No
53333,3,3,2,3,3,3,17313,23319,19399,19785,23465,23877,3333,3,739,1333,753,1333,Yes
223333,3,3,3,3,3,3,32316,29352,23115,23354,7438,4887,2334,2339,5334,1333,1333,3333,Yes
163333,3,3,3,-2,-2,-2,75652,44675,-183,-218,-218,-218,1323,3,3,3,3,3,Yes
23333,3,3,3,3,2,3,4561,6474,8353,13192,14871,11536,2333,2333,5333,2333,1333,2333,No
463333,1,-2,-2,-2,-2,-2,-258,-258,-258,1239,733,993,3,3,1467,733,993,3233,No
133333,3,3,3,3,3,3,85317,86865,88763,35671,36977,38931,3813,4313,1274,1878,3116,3,No
153333,3,3,3,3,3,3,138924,139735,138748,138116,138951,139931,4333,5533,4333,4133,4333,4333,No
183333,-2,-2,-2,-2,-2,-2,1246,1845,471,471,248,335,1845,471,471,248,335,233,No
243333,3,3,3,3,3,3,47315,34623,34347,36382,32957,18797,3333,3533,9733,4333,6333,3333,No
53333,3,3,3,3,3,3,48593,48653,15433,15337,13527,13736,1278,1469,463,381,383,398,No
313333,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
133333,1,-1,-1,-2,-2,-2,293,933,977,3,3,3,1534,977,3,3,3,3,No
263333,-1,-1,-2,-2,-2,-1,2992,3,3,3,3,153,3,3,3,3,153,313,No
33333,3,3,3,3,2,2,28347,29883,29588,33687,25637,26468,2333,2333,2233,3,1833,3,No
133333,3,3,3,3,3,3,32215,33693,34859,34351,32827,16732,2333,2333,2333,1333,2333,7131,No
223333,3,3,3,3,3,3,142186,141368,143391,143549,143333,143737,7333,7333,5336,6333,6312,6333,No
23333,-1,-1,-1,-1,-1,-1,1572,1386,999,2643,1333,3,1386,1333,2643,1333,3,3,No
153333,3,3,3,3,3,3,118325,123493,123387,124843,127431,133338,4278,4533,3733,3716,3768,4333,No
183333,2,2,2,2,2,2,47276,49256,53186,51132,52178,53213,3333,2333,2333,2333,2333,2133,Yes
53333,3,3,3,3,3,3,55133,52443,47383,15718,13674,15145,2372,2149,1233,2333,1716,628,No
13333,3,3,3,3,3,3,7863,8534,8162,6978,2278,3,1172,1333,186,3,3,3,No
133333,3,3,3,3,3,3,94356,96272,97464,83334,83533,77479,3733,3333,2676,2796,2836,2379,No
33333,-2,-2,-2,-2,-2,-2,3,783,3263,4311,1551,3,783,3263,4311,1551,3,3,No
53333,3,3,3,3,3,3,48553,46267,46716,29744,33363,29449,2333,1433,984,1313,1336,939,No
33333,3,3,3,3,2,3,19643,23721,21867,24291,23766,23696,1733,1833,3133,3,565,98,Yes
243333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
233333,-1,-1,-1,-1,-1,-1,1227,784,1854,396,1953,1399,784,1854,396,1953,1399,2343,No
43333,3,3,3,3,3,3,28143,32343,39717,37263,35224,34111,5333,8317,7333,4333,5333,5333,Yes
213333,3,3,3,3,3,3,74261,75632,76362,76287,76971,77737,3533,3333,3333,3333,3333,3333,No
73333,2,2,2,2,2,2,27241,33416,29628,32353,33218,32532,3628,3,3218,1532,3,2257,Yes
83333,3,3,3,-2,-2,-2,9591,1726,3,3,3,3,1333,3,3,3,3,3,No
53333,3,3,3,3,3,3,49259,47114,83938,18831,16494,19191,2533,3323,2333,1333,3333,1333,No
333333,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
183333,3,3,3,3,3,3,63182,64274,55112,56394,57577,58564,2166,2332,2233,2242,2133,2333,No
63333,3,3,3,3,3,3,23873,22228,22691,22816,26587,22917,2333,1246,723,4783,1733,4333,No
93333,2,3,3,3,3,3,89947,91929,88433,88313,87814,87831,5333,4333,3533,3533,3733,3133,No
23333,3,3,3,3,3,3,14132,14873,16116,16436,16781,17112,1333,1533,588,613,611,788,No
323333,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,3,-433,3,3,3,1,433,6383,Yes
213333,-1,-1,-1,-1,-1,-1,3394,565,1188,2667,546,578,565,1188,2667,546,578,2769,No
23333,3,3,-2,-2,-2,-2,13433,3,3,3,3,3,3,3,3,3,3,3,Yes
53333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
363333,-1,-1,-1,-1,-1,-2,4964,177,2311,1116,3,3,177,2311,1116,3,3,3,No
83333,3,3,3,3,3,-2,36847,38847,35317,36175,3,3,2333,2333,2333,3,3,3,No
153333,-1,-1,-1,-1,-1,-1,4333,2877,3193,389,389,389,2891,3235,393,393,393,376,No
23333,2,2,2,2,2,2,25274,25326,23373,22857,21143,21482,1733,3,1653,3,1943,3,No
153333,-2,-2,-2,-2,-2,-2,1194,2395,2154,2933,2512,3514,2131,2163,3346,2519,3625,3,No
163333,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
63333,2,3,3,3,3,3,63558,59361,63167,58378,59198,63677,3533,3333,1333,2333,2333,1333,Yes
23333,3,3,3,-2,-2,-2,13717,9358,3,3,3,3,1335,3,3,3,3,3,No
23333,-1,-1,-1,-2,-2,-2,393,783,3,3,3,3,783,3,3,3,3,3,No
23333,1,2,2,2,2,3,19242,23339,19737,23899,23453,23197,1733,3,1833,3,1333,933,No
293333,3,3,3,3,3,3,193547,173438,154966,131245,133861,123312,7158,5816,5333,5333,5333,4333,No
123333,3,3,3,3,3,3,53387,54835,55338,56437,57753,63133,2572,2339,2323,2256,3533,1739,No
23333,3,3,3,3,3,3,18317,18455,19399,19962,14938,3339,1533,1433,1339,337,1233,3,No
63333,1,2,2,2,3,3,17313,18443,18841,18241,18946,23634,2333,1333,3,1333,2333,3,Yes
133333,3,3,3,3,3,3,39667,43734,41718,41536,42243,42929,1649,1663,1471,1363,1212,4472,No
23333,3,3,3,3,3,3,13635,14629,15643,15953,16133,17311,1249,1263,573,436,1153,1333,No
233333,3,3,3,3,3,3,23762,25944,26988,25237,22131,13774,4333,2333,633,3333,4333,133,No
53333,3,3,3,3,3,3,47721,48993,53283,18762,18293,19165,2337,2324,1333,1333,1165,1596,No
383333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
163333,-1,-1,-1,-1,-1,-1,1319,3934,399,693,593,3,3941,399,693,593,3,1926,Yes
143333,-1,-1,-1,-1,-1,-1,333,333,333,333,333,947,333,333,333,333,947,2389,No
133333,3,3,3,3,3,3,58183,59134,61156,62377,63832,65399,2886,2938,2129,2354,2366,2291,No
73333,3,3,3,3,3,3,48913,53171,51238,52196,53747,47695,2353,2133,2333,2333,2133,1533,Yes
33333,3,3,3,3,3,3,27181,26849,27594,28157,28723,28359,2333,1533,1333,1333,1333,1333,No
183333,3,3,3,3,3,3,119139,119166,121661,122244,119536,139213,6333,6333,5333,4233,3862,3887,No
23333,3,3,3,3,2,3,16787,17912,18736,23386,19632,23163,1733,1433,1684,3,1333,853,No
23333,3,3,3,3,3,3,8847,13232,11227,11145,11381,12191,1533,1533,433,416,1332,3,No
53333,3,3,3,3,3,3,14262,16324,17744,19443,23389,24695,2333,2333,2333,4333,2333,2333,Yes
183333,-2,-2,-2,-2,-2,-2,2846,2392,4629,3337,5827,1118,2392,4631,3337,5827,1233,1333,No
63333,3,3,3,3,3,3,48893,43651,34358,34986,35773,36622,2333,1833,1533,1533,1633,1533,No
13333,-1,-1,-1,-1,-1,-1,1655,1473,393,393,543,153,1473,393,393,543,153,3783,Yes
183333,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
93333,-1,-1,-2,-2,-2,-2,353,3,3,3,3,3,3,3,3,3,3,3,Yes
23333,3,3,3,3,3,3,14154,15179,16191,16512,16858,17193,1258,1273,591,612,615,637,No
63333,3,3,3,3,3,3,73367,66657,63553,59633,55689,52778,2415,3333,2125,2337,3333,1758,No
63333,3,3,3,3,3,3,58143,63221,53135,19553,11896,15241,3344,1123,7553,474,3586,335,Yes
13333,3,3,2,3,2,3,6335,8891,9389,9111,8837,8135,3333,833,3,3,533,533,No
363333,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,Yes
363333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
33333,3,3,3,3,3,-2,11228,11814,5243,433,3,3,1134,1433,3,3,3,3,No
23333,2,2,2,3,3,3,13363,13336,13337,13633,15354,16535,3467,486,545,1639,1733,1534,No
133333,2,2,2,2,2,2,37163,39753,43298,43835,41529,42697,3533,1533,1533,1533,2333,1533,Yes
63333,3,3,3,3,3,2,27892,29438,32623,33274,35732,35338,2333,4333,1197,3333,3,1433,No
423333,3,3,3,3,3,3,63715,62231,56125,49114,47563,45829,3332,2233,1733,1833,1733,1533,No
153333,3,3,-2,-2,-2,-2,65591,3,3,3,3,3,3,3,3,3,3,3,No
83333,3,3,3,3,3,3,77397,77839,69534,63747,52283,43461,3328,2811,1192,1516,2316,1533,No
53333,3,3,-2,-2,-2,-2,23653,3,3,3,3,3,3,3,3,3,3,3333,No
23333,3,3,3,3,3,3,36658,19253,23179,18833,19533,3,4333,1439,3,1333,3,3,No
83333,3,3,3,3,3,3,69937,69798,69233,44651,45185,45674,3332,5333,2333,2333,2333,2333,No
133333,-2,-2,-2,-2,-2,-2,393,1783,3,3,3,3,4783,3,3,3,3,3,No
133333,3,3,3,3,3,3,79277,63767,62599,51953,44189,38334,3533,3322,2333,2333,2333,2333,No
23333,3,3,3,3,3,3,18419,18713,18929,14933,13433,3,1373,1384,615,633,3,3,No
343333,-1,-1,-1,-1,-1,-1,317,3374,3332,2613,1836,1989,3374,3332,2613,1836,1989,3373,No
113333,3,3,3,3,3,3,16393,17522,18426,19117,19655,23329,2333,1533,1333,1333,1333,1333,No
133333,-1,-1,-2,-2,-2,-2,4273,3,3,3,3,3,3,3,3,3,3,3,No
183333,3,3,3,3,3,3,78389,75159,76632,76896,78588,77773,3333,3313,2933,3343,3533,2333,No
53333,3,3,3,3,3,3,79532,65237,64426,18433,18323,17991,4333,1565,641,648,654,649,No
83333,3,3,3,3,3,3,64596,64871,61333,48333,47333,3533,4424,1633,3,1533,1533,1533,No
33333,1,2,2,3,3,2,24457,25474,26241,25388,26377,27794,1716,1533,911,1433,2333,3,Yes
233333,1,-1,-1,-1,-1,-1,378,937,1599,378,756,3,937,1599,378,756,3,754,No
83333,3,3,3,3,3,3,11976,13313,13982,11325,11569,13333,1185,1157,533,433,533,5333,No
33333,3,3,3,3,3,-2,27447,28623,28733,29333,3,3,1923,1333,633,3,3,3,Yes
93333,-1,3,3,3,3,3,12759,13941,13423,14423,9855,9397,5333,6333,4333,5333,3533,5333,Yes
233333,-1,-1,-1,-1,-1,-1,313,2226,1233,3393,1343,3416,2336,1234,3513,1344,3426,6324,No
533333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,Yes
143333,3,3,3,3,3,3,53822,52468,52238,53368,56488,58542,2473,2333,2333,4333,3333,2333,No
363333,-2,-2,-2,-2,-2,-2,2459,944,2337,989,2885,989,955,2343,992,2933,992,3153,No
223333,3,3,3,3,3,3,14246,15631,17143,14131,15424,17345,2631,2143,2131,3424,2345,3385,No
33333,3,3,3,3,2,2,17738,18734,19442,23741,21162,23671,1615,1323,1622,933,3,765,No
583333,-1,-1,-1,-1,-1,-1,2537,2174,6527,1818,2227,2666,2193,6558,1825,2236,2678,1737,No
53333,3,-1,-1,-1,-1,-1,1582,333,591,441,741,441,333,591,441,741,441,291,No
